CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,DEPARTAMENTAL,FORMATO,HORARIO
12-22-0039-46,12-124,SAN MARCOS,PAJAPITA,COLEGIO AMERICANO,CABECERA MUNICIPAL,56177490,KANDY ROSSANA DE LEON MORAN,YOJAIRA GRACIELA LOPEZ RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SAN MARCOS,SEMIPRESENCIAL,UN_DIA_SEMANA
12-22-0043-46,12-124,SAN MARCOS,PAJAPITA,INSTITUTO TECNOLOGICO BRIGHAM,LOTIFICACION LAS GEMELAS 2 CALLE ESQUINA,41772020,KANDY ROSSANA DE LEON MORAN,ORBIN PAZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,REMOTO,FLEXIBLE
12-22-5397-46,12-124,SAN MARCOS,PAJAPITA,INSTITUTO TECNOLOGICO GERARDI,COMPLEJO EDUCATIVO 02 01 2007,42245597,KANDY ROSSANA DE LEON MORAN,EDWIN MANUEL MERIDA VIAU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-23-0031-46,12-110,SAN MARCOS,IXCHIGUAN,INSTITUTO TECNOLOGICO DEL ALTIPLANO MARQUENSE ITAMAR QO TZIK,CANTON NUEVO IXCHIGUAN,45182541,ARMANDO MATEO RAMOS LOPEZ,JERONIMO RAUL BARTOLON LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,DIARIO
12-23-0040-46,12-110,SAN MARCOS,IXCHIGUAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CALAPTE,38593830,ARMANDO MATEO RAMOS LOPEZ,JULIO CESAR BARRIOS ARREAGA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-23-0044-46,12-110,SAN MARCOS,IXCHIGUAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON SAN CRISTOBAL,50482141,ARMANDO MATEO RAMOS LOPEZ,AMILCAR EDILBERTO PEREZ LOPEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-23-4541-46,12-110,SAN MARCOS,IXCHIGUAN,INSTITUTO DIVERSIFICADO POR EL SISTEMA DE COOPERATIVA,CABECERA MUNICIPAL,57781984,ARMANDO MATEO RAMOS LOPEZ,RAYMUNDO NAVARRO CHILEL,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-24-0038-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,50461286,CESAR LEONEL RAMIREZ GALICIA,ARCENY ARIMAEL CIFUENTES BARTOLON,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-24-0042-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,COLEGIO TECNOLOGICO PIEDRA PARTIDA,ALDEA CHOANLA,54544549,CESAR LEONEL RAMIREZ GALICIA,JONAS JACOBO CHAJ CHAJ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,DIARIO
12-24-0054-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,COLEGIO TECNOLOGICO PIEDRA PARTIDA,5 AVENIDA ZONA 1,45663069,CESAR LEONEL RAMIREZ GALICIA,JONAS JACOBO CHAJ CHAJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,FIN_DE_SEMANA
12-24-0055-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,COLEGIO TECNOLOGICO PIEDRA PARTIDA,5 AVENIDA ZONA 1,54544549,CESAR LEONEL RAMIREZ GALICIA,JONAS JACOBO CHAJ CHAJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-24-0056-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,COLEGIO TECNOLOGICO PIEDRA PARTIDA,5 AVENIDA ZONA 1,45663069,CESAR LEONEL RAMIREZ GALICIA,JONAS JACOBO CHAJ CHAJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-24-0060-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CHOANLA,32451633,CESAR LEONEL RAMIREZ GALICIA,DUDLEY KLEYTON LOPEZ BARTOLON,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-24-0061-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CHOANLA,32451633,CESAR LEONEL RAMIREZ GALICIA,DUDLEY KLEYTON LOPEZ BARTOLON,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,DIARIO
12-24-0064-46,12-140,SAN MARCOS,SAN JOSE OJETENAM,COLEGIO TECNOLOGICO PIEDRA PARTIDA,5 AVENIDA ZONA 1,54544549,WAYNER GEOVANY SALVADOR Y SALVADOR,JONAS JACOBO CHAJ CHAJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SAN MARCOS,SEMIPRESENCIAL,UN_DIA_SEMANA
12-24-0068-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,INSTITUTO DE EDUCACION DIVERSIFICADA POR EL SISTEMA DE COOPERATIVA DE SENANZA CESAR PAULA MAES,5 AVENIDA 7-22 ZONA 2,41439990,CESAR LEONEL RAMIREZ GALICIA,ANABI ALFREDO ROBLERO ROBLERO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,DIARIO
12-24-0069-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,COLEGIO EVANGELICO MIXTO PLENITUD,CABECERA MUNICIPAL,57236563,CESAR LEONEL RAMIREZ GALICIA,MARIA LUISA ESCOBAR ROBLERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-24-0070-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,COLEGIO EVANGELICO MIXTO PLENITUD,CABECERA MUNICIPAL,57236563,CESAR LEONEL RAMIREZ GALICIA,WILLIAM ENRIQUE LOPEZ Y LOPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SAN MARCOS,SEMIPRESENCIAL,UN_DIA_SEMANA
12-24-4709-46,12-048,SAN MARCOS,SAN JOSE OJETENAM,INSTITUTO DE EDUCACION DIVERSIFICADA POR EL SISTEMA DE COOPERATIVA DE ENSENANZA CESAR PAULA MAES,5 AVENIDA 7-22 ZONA 2,30767004,CESAR LEONEL RAMIREZ GALICIA,ANABI ALFREDO ROBLERO ROBLERO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-25-0018-46,12-069,SAN MARCOS,SAN CRISTOBAL CUCHO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA BARRANCA GRANDE,55942043,OSBERTO MOISES CINTO VELASQUEZ,ORFILIA RUBI ESTRADA FUENTES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-25-0022-46,12-069,SAN MARCOS,SAN CRISTOBAL CUCHO,INSTITUTO TECNOLOGICO SAN CRISTOBAL,5 CALLE ZONA 3,48180597,OSBERTO MOISES CINTO VELASQUEZ,BRIDMA SUCELY GOMEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,DIARIO
12-25-0027-46,12-069,SAN MARCOS,SAN CRISTOBAL CUCHO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON LA ESPERANZA,57876426,OSBERTO MOISES CINTO VELASQUEZ,ADELMO EUGENIO LOPEZ AGUILAR,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-25-0028-46,12-069,SAN MARCOS,SAN CRISTOBAL CUCHO,INSTITUTO TECNOLOGICO SAN CRISTOBAL,5 CALLE ZONA 3,48180597,OSBERTO MOISES CINTO VELASQUEZ,BRIDMA SUCELY GOMEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-26-0024-46,12-082,SAN MARCOS,SIPACAPA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA TRES CRUCES,45478162,EDUARDO DE JESUS LOPEZ CRISOSTOMO,SANTA JULIA AMBROCIO Y AMBROCIO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-26-0053-46,12-050,SAN MARCOS,SIPACAPA,COLEGIO DE ESTUDIOS SUPERIORES SIPACAPA CESS,1 AVENIDA 2 CALLE ZONA 1,44299770,ROLANDO SANCHEZ CRUZ,JULIO ALBERTO FUENTES BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,FIN_DE_SEMANA
12-26-0056-46,12-082,SAN MARCOS,SIPACAPA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,ALDEA TRES CRUCES,50087895,EDUARDO DE JESUS LOPEZ CRISOSTOMO,SANTOS ROMELIO TEMA BAUTISTA,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,BILINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-26-0058-46,12-109,SAN MARCOS,SIPACAPA,CENTRO DE EDUCACION EXTRAESCOLAR CEIBA,CABECERA MUNICIPAL,47233289,VIOLETA FLORIDALMA FUENTES QUIROA,TAYRA MISHELL DE LEON FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,DIARIO
12-26-0064-46,12-050,SAN MARCOS,SIPACAPA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,CABECERA MUNICIPAL,45308695,ROLANDO SANCHEZ CRUZ,ELSY BEATRIZ CRUZ AMBROCIO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,BILINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-26-0067-46,12-050,SAN MARCOS,SIPACAPA,COLEGIO DE ESTUDIOS SUPERIORES SIPACAPA CESS,2 AVENIDA 1-07 ZONA 2,51658243,ROLANDO SANCHEZ CRUZ,JULIO ALBERTO FUENTES BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SAN MARCOS,SEMIPRESENCIAL,UN_DIA_SEMANA
12-26-0069-46,12-050,SAN MARCOS,SIPACAPA,COLEGIO PREUNIVERSITARIO PAULO FREIRE,2 AVENIDA 1-07 ZONA 2,44299770,ROLANDO SANCHEZ CRUZ,JULIO ALBERTO FUENTES BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-26-0073-46,12-109,SAN MARCOS,SIPACAPA,CENTRO DE EDCACION EXTRAESCOLARCEEX,SIPACAPA,51602894,VIOLETA FLORIDALMA FUENTES QUIROA,ARMANDO LEONEL AMBROCIO CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,SEMIPRESENCIAL,FLEXIBLE
12-26-4710-46,12-050,SAN MARCOS,SIPACAPA,COLEGIO PARTICULAR INTERCULTURAL SIPAKAPENSE,CABECERA MUNICIPAL,,ROLANDO SANCHEZ CRUZ,RIGOBERTO LOPEZ CONSTANZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-27-0015-46,12-101,SAN MARCOS,ESQUIPULAS PALO GORDO,COLEGIO CRISTIANO GENERACION DEL TERCER MILENIO,CABECERA MUNICIPAL,46524564,VERONICA ESPERANZA AGUILAR GOMEZ,MARTHA VENANCIA DE LEON ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-27-0017-46,12-101,SAN MARCOS,ESQUIPULAS PALO GORDO,COLEGIO CRISTIANO GENERACION DEL TERCER MILENIO,CANTON BETHANIA ZONA 5,46524564,VERONICA ESPERANZA AGUILAR GOMEZ,MARTHA VENANCIA DE LEON ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,DIARIO
12-27-0018-46,12-101,SAN MARCOS,ESQUIPULAS PALO GORDO,COLEGIO CRISTIANO GENERACION DEL TERCER MILENIO,CANTON BETHANIA ZONA 5,46524564,VERONICA ESPERANZA AGUILAR GOMEZ,MARTHA VENANCIA DE LEON ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-27-0019-46,12-101,SAN MARCOS,ESQUIPULAS PALO GORDO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ESQUIPULAS PALO GORDO,57224582,VERONICA ESPERANZA AGUILAR GOMEZ,CARLA MARIFLOR LOPEZ OCHOA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-27-0026-46,12-109,SAN MARCOS,ESQUIPULAS PALO GORDO,CENTRO DE EDUCACION EXTRAESCOLAR CEEX,ALDEA OJO DE AGUA,51300870,VIOLETA FLORIDALMA FUENTES QUIROA,WILSON USAI BONILLA BARRIOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,DIARIO
12-27-0028-46,12-101,SAN MARCOS,ESQUIPULAS PALO GORDO,COLEGIO CRISTIANO GENERACION DEL TERCER MILENIO,CANTON BETHANIA,46524564,VERONICA ESPERANZA AGUILAR GOMEZ,ARNOLDO RENE MERIDA DE LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,FIN_DE_SEMANA
12-27-0029-46,12-101,SAN MARCOS,ESQUIPULAS PALO GORDO,COLEGIO CRISTIANO GENERACION DEL TERCER MILENIO,CANTON BETHANIA,46524564,VERONICA ESPERANZA AGUILAR GOMEZ,ARNOLDO RENE MERIDA DE LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SAN MARCOS,SEMIPRESENCIAL,UN_DIA_SEMANA
12-28-0004-46,12-052,SAN MARCOS,RIO BLANCO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,51979378,MANFREDO WALDEMAR CHILEL PEREZ,ANA LUCIA DE LEON CELADA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-28-0008-46,12-052,SAN MARCOS,RIO BLANCO,INSTITUTO PRIVADO URBANO MIXTO TECNICO EN COMPUTACION ITCRB,1 AVENIDA 4 CALLE 3-32 ZONA 1,30735027,MANFREDO WALDEMAR CHILEL PEREZ,DORIS AUDILIA PEREZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,DIARIO
12-28-4200-46,12-052,SAN MARCOS,RIO BLANCO,INSTITUTO PRIVADO URBANO MIXTO TECNICO EN COMPUTACION ITCRB,3 CALLE 3-71 ZONA 1,30735027,MANFREDO WALDEMAR CHILEL PEREZ,DORIS AUDILIA PEREZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-29-0021-46,12-053,SAN MARCOS,SAN LORENZO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CERRO GRANDE,44171862,AMILCAR ROCAEL VELASQUEZ OROZCO,DANIELA IMNA ALVIZURES LOPEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-29-0022-46,12-053,SAN MARCOS,SAN LORENZO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SANTA ROSA,46498952,AMILCAR ROCAEL VELASQUEZ OROZCO,DYANKARLO DANIEL GARCIA MORALES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-29-0026-46,12-053,SAN MARCOS,SAN LORENZO,INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO SUNESIS,SAN LORENZO,46348954,AMILCAR ROCAEL VELASQUEZ OROZCO,MIRIAM YANETH MENDEZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,FIN_DE_SEMANA
12-29-0029-46,12-053,SAN MARCOS,SAN LORENZO,INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO SUNESIS,CABECERA MUNICIPAL,46348954,AMILCAR ROCAEL VELASQUEZ OROZCO,MIRIAM YANETH MENDEZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-29-0031-46,12-053,SAN MARCOS,SAN LORENZO,INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO SUNESIS,CABECERA MUNICIPAL,46348954,AMILCAR ROCAEL VELASQUEZ OROZCO,MIRIAM YANETH MENDEZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,FIN_DE_SEMANA
12-29-0034-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO EVANGELICO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,CABECERA MUNICIPAL,49046271,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCA OCHOA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-29-0035-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO EVANGELICO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,CABECERA MUNICIPAL,49046271,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCA OCHOA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-29-0037-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO EVANGELICO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,CABECERA MUNICIPAL,49046271,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCA OCHOA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,FIN_DE_SEMANA
12-29-0039-46,12-053,SAN MARCOS,SAN LORENZO,INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO SUNESIS,CABECERA MUNICIPAL,51786859,AMILCAR ROCAEL VELASQUEZ OROZCO,MIRIAM YANETH MENDEZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SAN MARCOS,SEMIPRESENCIAL,UN_DIA_SEMANA
12-29-0041-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO EVANGELICO PRIVADO MIXTO BERSHEBA BLESS GOD,CABECERA MUNICIPAL,49046271,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCA OCHOA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SAN MARCOS,SEMIPRESENCIAL,UN_DIA_SEMANA
12-29-0042-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO CRISTIANO PREUNIVERSITARIO EL REFORMADOS,CANTON POZA VERDE,36673756,AMILCAR ROCAEL VELASQUEZ OROZCO,MAYRA LUCIA FUENTES CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-29-0043-46,12-053,SAN MARCOS,SAN LORENZO,INSTITUTO DE EDUCACION DIVERSIFICA POR COOPERATIVA SAN LORENZO,04 AVENIDA ZONA 2 CASA 2-020,33208493,AMILCAR ROCAEL VELASQUEZ OROZCO,MARITZA GUISELA PABLO PABLO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-29-0044-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO CRISTIANO PREUNIVERSITARIO EL REFORMADOS,CANTON POZA VERDE,59826896,AMILCAR ROCAEL VELASQUEZ OROZCO,ISAIAS JONATAN MARROQUIN POJOY,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SAN MARCOS,SEMIPRESENCIAL,FIN_DE_SEMANA
12-29-0045-46,12-053,SAN MARCOS,SAN LORENZO,COLEIO CRISTIANO,SAN CARLO,574479,AMILCAR ROCAEL VELASQUEZ OROZCO,IRMA MARA GABRIEL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SAN MARCOS,SEMIPRESENCIAL,UN_DIA_SEMANA
12-29-0046-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO CRISTIANO PREUNIVERSITARIO EL REFORMADOS,CANTON POZA VERDE,59826896,AMILCAR ROCAEL VELASQUEZ OROZCO,ISAIAS JONATAN MARROQUIN POJOY,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,FIN_DE_SEMANA
12-29-0050-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO CRISTIANO PREUNIVERSITARIO EL REFORMADOS,CANTON POZA VERDE,59826896,AMILCAR ROCAEL VELASQUEZ OROZCO,ISAIAS JONATAN MARROQUIN POJOY,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,DIARIO
12-29-0051-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO CRISTIANO PREUNIVERSITARIO EL REFORMADOS,CANTON POZA VERDE,59826896,AMILCAR ROCAEL VELASQUEZ OROZCO,ISAIAS JONATAN MARROQUIN POJOY,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-29-0054-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO EVANGELCO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,CABECERA MUNICIPAL,49046271,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCAOCHOA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,FIN_DE_SEMANA
12-29-0055-46,12-053,SAN MARCOS,SAN LORENZO,COLEGIO EVANGELICO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,CABECERA MUNICIPAL,49046271,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCA OCHOA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,DIARIO
12-29-1152-46,12-053,SAN MARCOS,SAN LORENZO,INSTITUTO PRIVADO URBANO MIXTO LIBERACION,SAN LORENZO,40368818,AMILCAR ROCAEL VELASQUEZ OROZCO,BYRON ELDER LOPEZ URIZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-29-5026-46,12-053,SAN MARCOS,SAN LORENZO,INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO SUNESIS,SAN LORENZO,51786859,AMILCAR ROCAEL VELASQUEZ OROZCO,MIRIAM YANETH MENDEZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-30-0046-46,12-107,SAN MARCOS,LA BLANCA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,54685997,JUAN JOSE TOBAR TEBALAN,ESTUARDO OTTONIEL BARRIOS DE LEON,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-30-0051-46,12-107,SAN MARCOS,LA BLANCA,COLEGIO ADVENTISTA MARANATHA,CABECERA MUNICIPAL,49582374,JUAN JOSE TOBAR TEBALAN,LILIAN ELOISA PERALTA RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-30-0056-46,12-107,SAN MARCOS,LA BLANCA,COLEGIO PRIVADO URBANO MIXTO LICEO MODERNO,CABECERA MUNICIPAL,36121181,JUAN JOSE TOBAR TEBALAN,MAVERIK GEYSTYNG HURTADO CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,SAN MARCOS,PRESENCIAL,DIARIO
12-30-0065-46,12-093,SAN MARCOS,LA BLANCA,COLEGIO PRIVADO URBANO MIXTO LICEO MODERNO,CABECERA MUNICIPAL,36121181,JUAN JOSE TOBAR TEBALAN,MAVERIK GEYSTYNG HURTADO CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SAN MARCOS,PRESENCIAL,FIN_DE_SEMANA
